,date,Automobile and Auto Components,Capital Goods,Chemicals,Construction,Construction Materials,Consumer Durables,Consumer Services,Fast Moving Consumer Goods,Financial Services,Healthcare,Information Technology,Media Entertainment & Publication,Metals & Mining,Oil Gas & Consumable Fuels,Power,Realty,Services,Telecommunication,Textiles
12,2023-11-20,1.0523447797597998,1.072212021718134,1.0308316712250958,1.0643556101805367,1.0184692682393373,1.0355520042547965,1.10000442106799,1.0237532099455933,1.0440769541565427,1.0837146592122333,1.0910436958730885,0.9810992190504889,1.0487663771787166,1.0517022678196246,1.0426138646927265,1.0956552694562276,1.069294407781953,1.0219638948260086,0.9983478550049886
13,2023-11-21,1.0558779542623318,1.0693045313309655,1.0342966257160777,1.0690607553512945,1.0209022594763346,1.052508940099884,1.0974287288172433,1.020588502665348,1.0442239230403585,1.090957910255243,1.0838911513773077,0.984817507184025,1.0595974726132833,1.0446703814061127,1.0539585046172326,1.1165218241796053,1.0695383770585625,1.0102906687331996,1.0031100764881944
14,2023-11-22,1.0680587340385013,1.0710441740936636,1.031243219405846,1.066832891267745,1.0129822875566858,1.05079628898487,1.0991368667142019,1.0212284757190426,1.037519244219479,1.098097204501096,1.0835643598434512,0.9804342071511957,1.0515785226371526,1.044935463280078,1.05417744885584,1.1086181825195212,1.0598950142228778,1.0026444571013098,1.0048952444296642
15,2023-11-23,1.072533910663408,1.0794086538975554,1.0452364791016928,1.063707546536751,1.011338989471612,1.0441702659285155,1.1040893680050037,1.0258681266224519,1.0392391703373023,1.0847172500481295,1.0780251928222575,0.9817744612781153,1.0543925788525088,1.0560732850278696,1.051882324990594,1.119410099047603,1.0570343027708777,1.0067512324920693,1.0029158629863653
16,2023-11-24,1.0715547778849053,1.0911937448852964,1.04085058646548,1.0658470560601006,1.011035498246685,1.0396087900707816,1.104866481707184,1.0190449410632707,1.0376088835591617,1.0947274541803267,1.0719072327311394,0.9924410051520607,1.059594472266231,1.0525924523087247,1.0633174447171683,1.1187824462589262,1.0643364366856947,1.001792627877529,0.9977785167941471
17,2023-11-28,1.0811924506446764,1.089471807501394,1.0430014016740647,1.0622334480642597,1.0289354902774521,1.0395331727680868,1.107122057617056,1.018562247138885,1.049130688195218,1.0913943826082795,1.0724076117040577,1.0017859511250946,1.0863533413294117,1.0890906052452176,1.1176549169330139,1.1239734473517025,1.0858761787125226,0.9960804947891003,1.00175324243432
18,2023-11-29,1.0956887911413924,1.095816346556754,1.0497338262679332,1.0657123802878068,1.0334385942249695,1.0401670881162661,1.1137944824467292,1.0272294560096253,1.059152157152716,1.0993382132666853,1.087972393015279,0.9867974650737026,1.0871823923281196,1.1087146625742155,1.1329649917043652,1.1197416179025663,1.0936495727515527,1.0025255493316305,0.9937825074825409
19,2023-11-30,1.0972999247479929,1.1185850574396996,1.0509396170953045,1.0664040248165911,1.046096896281391,1.0493023340180987,1.1319584398108347,1.035516341856525,1.0639046321618444,1.1153959966639306,1.0893179503206067,0.9963116268784153,1.0888476316584086,1.1158639056771682,1.1293673369646866,1.1400340807366485,1.0929898525194572,1.002470031038248,0.9912710342534088
20,2023-12-01,1.1011953317174947,1.1238071504926708,1.06303848698571,1.0829698416296891,1.0565903017459,1.073879759495743,1.1327442806081136,1.0443054834430492,1.0734081898501966,1.120413531937758,1.0858866145098987,1.0223040179679257,1.1029157102758145,1.1216817704087136,1.1437446144960428,1.160775555606489,1.1126881061774547,1.0040127130707228,1.0054033920851346
21,2023-12-04,1.112160175968475,1.1443063880646271,1.0705343980762592,1.128111967699694,1.0971613348806146,1.077163189846404,1.1375531261460778,1.0510756622293178,1.0980466252216114,1.1216000659484127,1.0843307394213848,1.0040810843234396,1.1179321866429612,1.1640913366912473,1.1800156983316648,1.190782176239481,1.136278851806299,1.006204639172075,0.9973475224476223
22,2023-12-05,1.1182637007744671,1.1464457407052744,1.073384748800486,1.120583111698114,1.1325905790845001,1.0825208376679303,1.145522925087804,1.0580443437844267,1.0998193191483019,1.1195848119334997,1.0756647478492345,0.9870491541908619,1.1442991970924283,1.188755830221976,1.2544543989165573,1.1850654074212301,1.1703619921775514,1.0048461860513733,0.9803365480545394
23,2023-12-06,1.1167886615000908,1.154291110521092,1.0982152403821217,1.1363717676154703,1.120621090948382,1.0790150591153118,1.157440436129271,1.0672606285009312,1.1055103534169965,1.11054270041074,1.0903511017526997,1.0002794963752863,1.1545369725887884,1.2106042861748467,1.298907566630781,1.188189647855833,1.1766086392806157,0.997571798605362,0.9772637179913535
24,2023-12-07,1.1233024842763208,1.159018992578996,1.0925178572826155,1.1277305499518093,1.1296291102638942,1.0873943391428003,1.1657514035959395,1.0628134756837162,1.1040749168628032,1.1217315353488257,1.0892114435165858,1.036794357435261,1.1480995671009149,1.2237029289834485,1.3595517874286773,1.1975467269174007,1.1926855357223882,1.014924231355578,0.9959800465580313
25,2023-12-08,1.123080503700466,1.1520101290033502,1.0781868113828876,1.1350508474112386,1.1208764086235647,1.0836110122154798,1.152715839438853,1.0555448350262187,1.102967053081928,1.111930454428708,1.1015272300288605,1.0447961599987374,1.145234101962108,1.2133339754566388,1.3251132875524596,1.2133131560685837,1.2067022789155244,1.003080759666817,0.9932956434985034
26,2023-12-11,1.1321080100475576,1.1703760425278953,1.0928182728469111,1.1601603939981593,1.1399635200601146,1.0905735788557314,1.1602172452106245,1.0634043922564786,1.1079388611079688,1.1057727760937583,1.1099890580399265,1.0590172883558913,1.1633799953987458,1.2108552293997186,1.3275119638994834,1.2196119383792108,1.2254185595048572,1.0118712717200418,0.9921330229464582
27,2023-12-12,1.12598540273022,1.1547938113053164,1.077743850177653,1.1514237934259852,1.1471953621827933,1.0835070588368176,1.1514071475142347,1.0574297042252074,1.1071056028836102,1.1006765272708874,1.1099661842969653,1.0650873129775191,1.1685811908786905,1.1898022903579617,1.3058165320328343,1.186992209954116,1.2268215572383863,1.0111331422276155,0.9960385766544727
28,2023-12-13,1.1351417724467554,1.1630632258810498,1.0786676201460597,1.1580754147351235,1.1477553553820112,1.085059394910059,1.1583447839138714,1.0674479357505422,1.1129399867603307,1.1122285802768967,1.1061784643759855,1.0652182392769445,1.1873306661585867,1.1862655791774213,1.3116428242925258,1.212797134382846,1.2530813164287111,1.0091803576719565,1.0005400731626204
29,2023-12-14,1.1439376228136735,1.166575607598806,1.0762832365084787,1.179454066317876,1.1663366410314697,1.090332453140407,1.188501598852858,1.0688570916186162,1.129342929914848,1.115362617614648,1.1422058768437842,1.0565081011820885,1.2009050565330348,1.2050384074905496,1.3345769765110238,1.2572032661044117,1.252842524449714,1.0468882342224624,1.0024103757898235
30,2023-12-15,1.1394788592075253,1.1693146896828481,1.0931874146050404,1.1934272158852028,1.1652884229204103,1.0932763184028942,1.1871827363685166,1.0649164896827934,1.1320676718185787,1.1151684797343786,1.1814914900618134,1.0611521323147775,1.220824454805492,1.2179617276644028,1.3335116439990875,1.2434622565652078,1.2356935900953494,1.0505732713419431,1.0070448952444295
31,2023-12-18,1.1417702393818991,1.1880142871597308,1.0946715796623037,1.1922511572652565,1.1626572201771679,1.0993145782348082,1.2062565444796736,1.067965051712154,1.1310793231370013,1.1251828096529348,1.1795480107508256,1.063949351426494,1.2309869245614213,1.217359596802709,1.3329091889334836,1.232127280611077,1.2488600756589645,1.0518131856333235,1.0099660791486529
32,2023-12-19,1.1340193343530842,1.1792890695414648,1.0895581487460622,1.1975868485263497,1.1581917917551487,1.109003364335205,1.2070983772494774,1.0843305859141874,1.1315317446907902,1.1293246002442945,1.1688660995335773,1.0476442690637182,1.22015295267713,1.230334431175165,1.3332640609247313,1.2242421637012688,1.232434462416342,1.0441847034695746,1.0044855337545724
33,2023-12-20,1.1051019375569302,1.1449703970446228,1.0518815021820414,1.1455496587222398,1.1157338719071226,1.1013936477147335,1.1616702055946664,1.0769101911251124,1.0952581340758554,1.1047839332511442,1.1412007685840007,0.998487413078391,1.1672214489384223,1.2028021689369464,1.261475987525022,1.1915590818580306,1.1809725937851383,0.9889284794715862,0.984726305287662
34,2023-12-21,1.1128063990285755,1.1636229539074938,1.073769649192011,1.1641355263426973,1.1304007502549955,1.1151392614889295,1.1776136997795332,1.0840316118110833,1.105527458444935,1.1179175073037768,1.152087103155599,1.030506773715596,1.1915425123119152,1.2261407584814534,1.302094714988421,1.1999338433899223,1.207263906892133,1.0108883080900923,0.9904675756568007
35,2023-12-22,1.12631350386211,1.1722653046013929,1.0900533925875109,1.1716403816679415,1.1215741866373332,1.1258076739465004,1.1919532216572064,1.091444803665068,1.1070738721946416,1.1284562566776555,1.177068355547197,1.064560580954837,1.2140464882665443,1.2381246441566727,1.303370610918271,1.2270988461274148,1.2153910065156202,1.013762309544764,1.0006571333555037
36,2023-12-26,1.1371804373552612,1.194105753062705,1.1143974890753305,1.179473767519313,1.1338597193199476,1.1388025536570703,1.1883547201853233,1.1009117673984028,1.1053390036235595,1.1426684612124878,1.1732875377843626,1.0474728370586832,1.2288901111375186,1.2565748122480631,1.318138201314154,1.232610482633381,1.2198607431438964,1.012023499109497,0.9993960758230795
37,2023-12-27,1.153988631115219,1.1942435893775087,1.1141555411755795,1.1857841436845158,1.16314105059839,1.1479611456841203,1.1950283927232457,1.1043463491403243,1.1149149993997263,1.1511176644555086,1.1771674806482353,1.046566685130357,1.2387018798817175,1.2536303805789266,1.3195684038226438,1.2484193916965767,1.2065364782369883,1.020192874779739,1.0090961090788162
38,2023-12-28,1.1655124128584926,1.1890450780440471,1.1155770444192348,1.1801090083137862,1.1607060160138485,1.1472288815508742,1.1902443027387344,1.1168770963855623,1.1188743537098096,1.1607953598699443,1.1738820960705665,1.0646231340311383,1.2590673612279457,1.2840137939178575,1.3216198346982058,1.2618437632253598,1.217057613319053,1.0309109284931917,1.0260033255736616
39,2023-12-29,1.182675080834148,1.1982903011361727,1.122774553901016,1.1952458155823416,1.1668706242575888,1.1560886363730611,1.2003495290800164,1.1313208028507444,1.123203200706194,1.163257177780336,1.1735567460715688,1.068802066616177,1.2689958011126334,1.2738791710504027,1.3280532855533917,1.278637898494244,1.2334751945615166,1.0959198877335259,1.0246172264715665
40,2024-01-01,1.185078834240811,1.2011113463719858,1.1254275234905462,1.1966338975168525,1.179341166390645,1.1560275376299827,1.1974156808386587,1.1316697091820842,1.130470415122069,1.1688053791610924,1.1760733523074602,1.0875112738495687,1.2724349484848885,1.2900574705136687,1.3357025058287035,1.2864720148351803,1.2385729700516397,1.1125194756018697,1.031550382440971
41,2024-01-02,1.1734596276460592,1.1902135657892867,1.130846796154764,1.1778644642316973,1.1669699173797847,1.1579625235526647,1.2090661800810776,1.1318306103069822,1.1258332375104094,1.1920852484280706,1.1661631894977726,1.0900401129547488,1.276376063116571,1.3033157971505678,1.3371385250096468,1.276734512352836,1.2452913985761327,1.0942627190137881,1.0426125706684402
42,2024-01-03,1.1705750184210462,1.1869119401388903,1.1294256266598137,1.1929080383068025,1.165338610997728,1.1558747975485832,1.2070349402111138,1.1294639302381697,1.1327199956870528,1.2013525725164074,1.142454435503383,1.0953301894827905,1.258971324725943,1.3169689118380266,1.364742507985743,1.2948317362624242,1.2671313469343766,1.1035909596671258,1.0322820086464914
43,2024-01-04,1.1736463347768586,1.1941212245168267,1.1318050346673076,1.196733151887724,1.1802012126272499,1.1653975916436514,1.2190277780529528,1.1473114038527317,1.1518795525161092,1.20413270707033,1.14379597644874,1.1130862593721875,1.264709317428081,1.3214909327627828,1.4001256948410987,1.3892274244708838,1.2917653030305902,1.1377207701643481,1.0395583638177586
44,2024-01-05,1.1844497449203817,1.2049689786952598,1.1182453720259,1.2049251201317968,1.173390102850787,1.1599060331315927,1.2209636765530485,1.1453887342632436,1.1525302816839578,1.2006197579489248,1.1570249438847844,1.0921824785467442,1.2570524851345537,1.322742038291607,1.4030828399313167,1.3800911699753737,1.2934954702766737,1.148657086450821,1.0351420019953443
45,2024-01-08,1.1819282441868164,1.201086545342916,1.1013789285789046,1.193047080533034,1.1617206407785088,1.1506487711019753,1.2085747650813152,1.1263977151030864,1.1397475128021262,1.1815512413497784,1.1459684494040807,1.0816689284756653,1.2317473781474357,1.3160992665077007,1.392781886675113,1.3754454895590393,1.2945453817665138,1.1320851690532518,1.0028174260059861
46,2024-01-09,1.195327360260805,1.204765710552481,1.0995555000889308,1.2128750857784296,1.1530753045617135,1.1573891394711837,1.221878336961266,1.1290472171628188,1.139161615043939,1.1910424598272722,1.1502853749304318,1.04068634620513,1.2407941960872122,1.3241139533766844,1.4090090613893405,1.408018870487182,1.3019441614486842,1.1206616728026793,0.9698064516129032
47,2024-01-10,1.1981162605775924,1.2106844483142591,1.0960161195264653,1.2506930026505598,1.1471435011386402,1.1633608476889588,1.229915151848783,1.1227502605704525,1.138079478619702,1.1949067136626734,1.1586198780659986,1.0451251380147886,1.249298723380296,1.3141934619679088,1.4074002233837575,1.4114754466770647,1.3246217111993728,1.1206217027485843,0.9880625207848356
48,2024-01-11,1.2112458073824282,1.191312625350723,1.106827278040304,1.2511262533914032,1.1590618686030405,1.183719456758407,1.2398290272943169,1.1254855201063165,1.150394287313797,1.2055816488939541,1.1587844693851599,1.0222694971468935,1.2487603533957357,1.3325382415075238,1.41866050641314,1.423458487948457,1.313620035037444,1.1191072133981044,0.9795251080811442
49,2024-01-12,1.207653557428689,1.1914533826825782,1.1052521787481002,1.2733421343763376,1.1576735656853954,1.1866117297457894,1.243781542391822,1.1280277477239673,1.16024463942289,1.1955304202796915,1.202930470234216,1.018820405893804,1.2552891275225693,1.342724340203316,1.4178623676526285,1.4458553396099199,1.307958092142228,1.1260198295869144,0.9806212171599602
50,2024-01-15,1.2120588148632414,1.1997763102434704,1.105375688377986,1.323253036726923,1.1569550647671714,1.1837463894021736,1.2403064126422716,1.1286481676004563,1.1719101515538308,1.2039985239345903,1.221952867254045,0.988555968682973,1.2502574843854128,1.3632197420351457,1.4356552911604317,1.454140005437916,1.3105509429174433,1.1481878624679211,1.000736947123379
51,2024-01-16,1.2046892798161237,1.1958778246176223,1.1067738144294392,1.3376349955348905,1.154391223568832,1.1783690740914414,1.224597532127296,1.1263198287911307,1.1755998615530405,1.19411129129042,1.207133822839723,1.0001168737100576,1.266416920495198,1.3735792217650078,1.4155070948172883,1.4236115449705278,1.303570755432877,1.1315958254974854,1.0179235118057866
52,2024-01-17,1.1890485763967098,1.1910027550756108,1.0870154504295855,1.3875696124618873,1.128931234824028,1.171772840637123,1.2018615151189949,1.1146768291086457,1.1587822419574523,1.1880124287913698,1.2172257215610676,0.9793978844715511,1.2225812515400356,1.3604822701744772,1.4050142143897169,1.4022018797604077,1.2812195284019605,1.1009594590014837,1.0028174260059861
53,2024-01-18,1.196563503100633,1.1901451595928392,1.0740344916340112,1.4016715435477884,1.1319209119402052,1.1502295964489424,1.1974738972024304,1.1061565386078367,1.1568897241304157,1.1873658291347593,1.2238475198144998,0.9880878590635022,1.214901698255511,1.3695654511180444,1.3877662984774715,1.4009466964336883,1.2777354436898063,1.1192302532164768,1.0037565680079814
54,2024-01-19,1.2095255893361978,1.2109900560638827,1.08566106886754,1.5485049717367905,1.1484507572134501,1.1506432447954458,1.2256350589403713,1.1223179818524711,1.1724276309216932,1.1950718489512926,1.2347445688287328,0.9605249596081419,1.229767782350063,1.3959106470997322,1.406038199881869,1.4046502647539059,1.2767000229936398,1.129663624393423,1.0017718656468242
55,2024-01-20,1.2165623670070813,1.2042996538397608,1.0797905518822195,1.6234216589663026,1.1552213676267191,1.1384680703640744,1.2218951489294554,1.114683220820574,1.1824266479683074,1.1862686370502358,1.2273071462196194,0.9500109576219335,1.2344510662638342,1.4092571088979184,1.4534707909119198,1.3961113270554812,1.2910579687960482,1.1217735117586227,0.9969777186564684
56,2024-01-23,1.1940750246441978,1.1773460021251105,1.0434439748738662,1.5247043226189256,1.1272823618215457,1.1053869518678643,1.1928453687009424,1.100237306437711,1.1414960590740768,1.1900369654022,1.2167118869631133,0.7628094528030217,1.1859427058040417,1.3597515732512242,1.41278046952502,1.3064850437929572,1.2297553785126816,1.115252409970121,0.974741602926505
57,2024-01-24,1.210160251783065,1.1957664786252142,1.0592168306579715,1.5595711757366877,1.141007824204297,1.1171236918231295,1.220811115577176,1.1201741774982101,1.163748340943728,1.203101826613023,1.2302775040771115,0.8031376798370362,1.2266046169024285,1.3863605459778046,1.4439340776931895,1.3074207698650986,1.2379989504176871,1.1531455198298808,0.9727382773528437
58,2024-01-25,1.2068694734883216,1.199546289833881,1.0606635617146423,1.568583317437197,1.1787401871142538,1.1023644918770688,1.2164183706656182,1.1094807149775394,1.1624760154614113,1.1872801433843816,1.2074905747671212,0.7991504755651989,1.237767417403544,1.3711272240768029,1.4708743315548063,1.3188621057507175,1.2397398045076262,1.132567240827952,0.9766837379447957
59,2024-01-29,1.231262412849636,1.2211888499708967,1.0580854729864868,1.5860520059942393,1.2021280271370864,1.117957076569241,1.2286130841649732,1.1108160037662052,1.17817276183742,1.191471998579691,1.2119265535456907,0.8035334107534364,1.2578393879882923,1.425611725191985,1.5297429989191433,1.3307571406046559,1.2808464949618836,1.1429256936747556,1.0012690389092118
60,2024-01-30,1.226187161510999,1.217268626799397,1.0485913476511148,1.5626509079013573,1.1965950389601279,1.1109235108741393,1.2137487178962039,1.1048165511030157,1.176727344786613,1.1904076062261362,1.206075802926008,0.821925796019393,1.2617825963721345,1.434434680317393,1.514411516512173,1.3310561871846935,1.2861351123339368,1.1337055145819666,0.9836568007981377
61,2024-01-31,1.2439354612757478,1.2203871518449236,1.0712088400465312,1.5612792703622675,1.2091814092767244,1.1182394106272282,1.2298774065685136,1.1155220734232845,1.1971892885524427,1.2185018437325812,1.2188404619385502,0.8291596633762305,1.278549570912627,1.4410302449137258,1.540408653566195,1.3609872345969518,1.3087809951907226,1.1294172737476893,0.992726305287662
62,2024-02-01,1.2464224243709996,1.2114413090869265,1.0580705165245765,1.5158420222250404,1.2081171118449365,1.106018474678777,1.2256917316996543,1.1217714639323837,1.198027015034669,1.2150865350810922,1.2096344183829533,0.8206288116749514,1.265873706732358,1.446626380726672,1.5397347821011358,1.3497356912768985,1.3411328093252464,1.1117026266717767,0.9847449285001663
63,2024-02-02,1.2502672740337897,1.2201064240780297,1.0530139706370143,1.503304476739259,1.1977957596358286,1.1210088444378203,1.235973853171109,1.1210586883498221,1.2002556473749957,1.215475199529173,1.229450878022027,0.8236504852817589,1.3069554641530352,1.497043664857741,1.5812697578531796,1.3487552743791755,1.3792923065330098,1.1051118680657224,0.9838270701696042
64,2024-02-05,1.262640643737695,1.2122086141597757,1.0182630025385586,1.461983202679573,1.1713293297060243,1.1079389185813757,1.2214497965437145,1.1093069746959339,1.1963872971581069,1.2282265326539186,1.2230295783040916,0.8322846387775231,1.3192857665977153,1.5278340295128041,1.602481522135039,1.346581948272649,1.379240777522882,1.0856318548234276,0.9780352510808116
65,2024-02-06,1.276114098499761,1.2163336383400987,1.0358367521985916,1.490032583684475,1.183213398517796,1.105201812925796,1.2292628726686285,1.117980297909146,1.2022952832632425,1.2580914205237896,1.2609258962469594,0.824657356461612,1.3501677091890152,1.5787679954395732,1.6040241834100548,1.3507270031970275,1.3849592099492571,1.1122536040032767,0.9672151646158962
66,2024-02-07,1.2776958196664525,1.2180789225622495,1.0349869230520268,1.472240044000424,1.1920353411612328,1.1132599771537102,1.2596791077240463,1.124580396227825,1.2263428317097076,1.2563369402467235,1.2529652325425824,0.8396662912300991,1.3540677845710056,1.5762680316350324,1.6255760260350918,1.365664335521636,1.3850572711763833,1.1309984149363879,0.9650575324243431
67,2024-02-08,1.260421783510074,1.2296690591624744,1.027406054560723,1.4616307713546945,1.1694945099983272,1.1158912752017462,1.2672670153597283,1.1109526265185452,1.2164448480452925,1.2562075336929792,1.2580685460468237,0.8639922450156963,1.3420799317279952,1.5879999752367573,1.642386216371326,1.3549888479166987,1.3764094319173472,1.142619827222163,0.9774738942467576
68,2024-02-09,1.2558627371332303,1.2082779563812176,1.0238601498446476,1.4009894815468529,1.1969049109070837,1.1231153489326875,1.2677038425930458,1.1145044780233482,1.2104261669514214,1.2597745799302675,1.260753776572076,0.8750785158402395,1.3224892330742153,1.561762852833519,1.6126493917093065,1.3532439614002778,1.3645453453675758,1.1489957422368562,0.9658556701030927
69,2024-02-12,1.2404156291230852,1.1884554246681265,1.0197608999055747,1.3156074489844358,1.1818851486082205,1.125619557001799,1.249576640506853,1.1066800419287852,1.170780131150238,1.2601763940455437,1.262055561602207,0.8306874824299626,1.2841118429215688,1.5073092938068222,1.526368064353556,1.3225468550111772,1.3319313852333974,1.1072708050210183,0.9610056534752245
70,2024-02-13,1.2408216753718646,1.1835372463622689,1.0316619031637542,1.3661099178311347,1.1730027837301877,1.1367441407907515,1.2530709637627944,1.1103793648588254,1.1856058462522634,1.2667377050040063,1.266367389674047,0.8370013335981658,1.2559996140386023,1.5190521242351118,1.5232566474809406,1.3248012916492071,1.362782629273058,1.109872450489762,0.9582813435317592
71,2024-02-14,1.2603233557572286,1.2040637710158038,1.033228257701325,1.3722964510281972,1.1708737865886372,1.1390851047549024,1.2613317953686143,1.121511321054497,1.1983979248323893,1.2592490139688157,1.2562391674238325,0.871459140707454,1.2840115953595,1.570159823134401,1.5558670901484146,1.3377259313720902,1.3748260138145127,1.1351480419134072,0.9594918523445293
72,2024-02-15,1.2698184463065327,1.2197684612417323,1.0487268125891582,1.399581700580537,1.1690990555587184,1.1536324164974399,1.2645445095953067,1.1195387831337043,1.2063640339943518,1.2581654588309361,1.2684647056901839,0.8411406528766724,1.291070630549923,1.626606815497626,1.598584678933494,1.3331441135809614,1.3887342489801355,1.1509378490594109,0.9658397073495176
73,2024-02-16,1.291791480065825,1.2280925073247888,1.0621060021089144,1.397139922102267,1.18694303216225,1.1554281374244904,1.2719288875305246,1.1229112104344097,1.2114879155782858,1.281286283971393,1.2847665775438495,0.8341197099078409,1.2968265388939924,1.6131810600452083,1.5840011937510494,1.3604978828386467,1.3955458741980005,1.1584330754678893,0.966858663119388
74,2024-02-19,1.2938273504962243,1.2363482710364888,1.0711703213917854,1.4278482392467422,1.1943787292361805,1.1646533952724065,1.2829468398701116,1.1327189427324946,1.2140961924298332,1.285853049822237,1.2819737650126233,0.8191989600537876,1.2993768177548561,1.617386233609695,1.6159719145670381,1.3455467431126398,1.4315753491148386,1.1699780854209916,0.9755157964748915
75,2024-02-20,1.287188089296402,1.2351283216668862,1.0826197159578879,1.4341421771757634,1.1969591268716133,1.1612442122281932,1.2914516730406302,1.1310898312125823,1.2145564079983604,1.2822608743521362,1.278276095333645,0.8524612560525077,1.2960990704908544,1.6198859292194148,1.6040680712333242,1.3612142084257275,1.4358344410914348,1.1681763992817542,0.9695443964083802
76,2024-02-21,1.2742152045224553,1.224876981768154,1.0791842953866544,1.4027364557928579,1.1938682162712986,1.1705001875620487,1.273873892075678,1.1328779811791376,1.2073856190938435,1.273119809095574,1.2567282338337276,0.7829925953322857,1.2971165193594019,1.5951296373262858,1.5752646069275535,1.3866768902872184,1.4138712875204822,1.1485368326953576,0.9662254738942465
77,2024-02-22,1.290189609472861,1.2448656902831918,1.0785922077354966,1.4197603200020554,1.200926431217448,1.1761558188939665,1.2896315175571658,1.1408214023746874,1.214827172344364,1.27494821514122,1.2757294646984938,0.8005101595706658,1.3112202849323704,1.6030125505980881,1.5900036015757377,1.4104086377785707,1.4348553563739233,1.1777476081806595,0.9602780179580974
