Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,3.299999952316284,3.299999952316284,3.0999999046325684,3.0999999046325684,3.0999999046325684,1675369
2024-05-22,3.0,3.0999999046325684,2.950000047683716,3.0,3.0,3526019
2024-05-23,3.0,3.0999999046325684,2.8499999046325684,2.8499999046325684,2.8499999046325684,9224068
2024-05-24,2.9000000953674316,2.950000047683716,2.8499999046325684,2.950000047683716,2.950000047683716,3397768
2024-05-27,3.049999952316284,3.049999952316284,2.950000047683716,3.0,3.0,2392270
2024-05-28,3.0999999046325684,3.0999999046325684,3.0,3.0,3.0,1261991
2024-05-29,3.0999999046325684,3.0999999046325684,2.950000047683716,3.0,3.0,3635349
2024-05-30,3.049999952316284,3.049999952316284,2.950000047683716,3.0,3.0,625392
2024-05-31,3.049999952316284,3.049999952316284,2.950000047683716,3.0,3.0,741633
2024-06-03,3.049999952316284,3.0999999046325684,2.950000047683716,3.0,3.0,1407778
2024-06-04,3.049999952316284,3.049999952316284,2.9000000953674316,3.0,3.0,3851727
2024-06-05,3.0,3.0,2.8499999046325684,2.8499999046325684,2.8499999046325684,5977826
2024-06-06,2.9000000953674316,2.950000047683716,2.700000047683716,2.700000047683716,2.700000047683716,4838984
2024-06-07,2.700000047683716,2.950000047683716,2.700000047683716,2.950000047683716,2.950000047683716,2480829
2024-06-10,3.1500000953674316,3.1500000953674316,2.819999933242798,2.859999895095825,2.859999895095825,3584481
2024-06-11,2.859999895095825,2.950000047683716,2.7899999618530273,2.7899999618530273,2.7899999618530273,5905917
2024-06-12,2.8299999237060547,2.8299999237060547,2.740000009536743,2.809999942779541,2.809999942779541,3638652
2024-06-13,2.8299999237060547,3.0199999809265137,2.799999952316284,2.950000047683716,2.950000047683716,4469989
2024-06-14,2.950000047683716,3.240000009536743,2.930000066757202,3.2300000190734863,3.2300000190734863,10867316
2024-06-18,3.2799999713897705,3.2799999713897705,2.9800000190734863,3.049999952316284,3.049999952316284,9662073
