Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,8839.9501953125,9201.150390625,8200.0,9191.7998046875,9191.7998046875,33428
2024-05-22,9601.0,9800.0,8721.0498046875,8996.900390625,8996.900390625,8198
2024-05-23,8996.9501953125,9587.2998046875,8530.0,9163.900390625,9163.900390625,4199
2024-05-24,9163.900390625,9204.25,8850.0,9081.5,9081.5,1758
2024-05-27,9131.5,9639.25,9131.5,9407.25,9407.25,3095
2024-05-28,9699.9501953125,9699.9501953125,9050.0,9113.5498046875,9113.5498046875,1379
2024-05-29,9199.9501953125,9342.0,8875.0,8931.849609375,8931.849609375,1123
2024-05-30,8936.0,9085.0,8750.0,8809.400390625,8809.400390625,828
2024-05-31,8935.0,9140.0,8770.0,8955.400390625,8955.400390625,1285
2024-06-03,9482.5,9482.5,8850.0,9041.5498046875,9041.5498046875,1004
2024-06-04,9065.349609375,9067.4501953125,7866.10009765625,8515.9501953125,8515.9501953125,2437
2024-06-05,8999.0,9145.400390625,8506.7001953125,9086.2998046875,9086.2998046875,1156
2024-06-06,9250.0,9600.0,9250.0,9350.25,9350.25,1633
2024-06-07,9500.0,10740.0,9482.650390625,10573.599609375,10573.599609375,8749
2024-06-10,10799.0,10799.0,9969.0,10481.2998046875,10481.2998046875,3160
2024-06-11,10427.650390625,10772.9501953125,9900.0,10160.849609375,10160.849609375,3570
2024-06-12,10424.5498046875,10500.0,10056.2998046875,10381.9501953125,10381.9501953125,2818
2024-06-13,10459.5498046875,10500.0,10100.0498046875,10201.599609375,10201.599609375,672
2024-06-14,10312.4501953125,10530.0,10246.5498046875,10478.5498046875,10478.5498046875,1248
2024-06-18,10500.0,10897.349609375,10480.2998046875,10670.0,10670.0,1874
