Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,70.8499984741211,72.55000305175781,67.5999984741211,70.8499984741211,70.8499984741211,15292
2024-05-22,71.94999694824219,72.4000015258789,69.0999984741211,70.94999694824219,70.94999694824219,6937
2024-05-23,72.69999694824219,72.69999694824219,68.75,69.9000015258789,69.9000015258789,10774
2024-05-24,69.9000015258789,69.9000015258789,68.0999984741211,69.30000305175781,69.30000305175781,4830
2024-05-27,69.25,70.0,68.0,68.75,68.75,13397
2024-05-28,68.94999694824219,71.69999694824219,67.30000305175781,68.80000305175781,68.80000305175781,20463
2024-05-29,69.6500015258789,69.69999694824219,66.05000305175781,66.44999694824219,66.44999694824219,8973
2024-05-30,65.55000305175781,66.0999984741211,63.29999923706055,64.44999694824219,64.44999694824219,8734
2024-05-31,64.44999694824219,64.44999694824219,61.650001525878906,62.45000076293945,62.45000076293945,10446
2024-06-03,65.30000305175781,65.5,62.650001525878906,63.0,63.0,6241
2024-06-04,61.04999923706055,64.0,59.849998474121094,62.95000076293945,62.95000076293945,21383
2024-06-05,62.349998474121094,62.349998474121094,60.25,60.900001525878906,60.900001525878906,5029
2024-06-06,60.900001525878906,63.75,60.5,63.70000076293945,63.70000076293945,24208
2024-06-07,66.44999694824219,67.5,62.20000076293945,65.55000305175781,65.55000305175781,31937
2024-06-10,65.55000305175781,66.37999725341797,64.19999694824219,65.38999938964844,65.38999938964844,9647
2024-06-11,66.80000305175781,67.55999755859375,64.41999816894531,65.75,65.75,14274
2024-06-12,64.36000061035156,71.58999633789062,64.36000061035156,71.1500015258789,71.1500015258789,73701
2024-06-13,73.44999694824219,73.5,69.12000274658203,70.04000091552734,70.04000091552734,93458
2024-06-14,72.69000244140625,73.0,68.80000305175781,71.37000274658203,71.37000274658203,70266
2024-06-18,70.0,72.44999694824219,70.0,71.5,71.5,40992
