Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,16.399999618530273,16.700000762939453,16.399999618530273,16.399999618530273,16.399999618530273,2024
2024-05-22,16.100000381469727,16.399999618530273,16.100000381469727,16.100000381469727,16.100000381469727,542
2024-05-23,15.800000190734863,16.100000381469727,15.800000190734863,15.800000190734863,15.800000190734863,2978
2024-05-24,15.5,15.5,15.5,15.5,15.5,5944
2024-05-27,15.199999809265137,15.300000190734863,15.199999809265137,15.199999809265137,15.199999809265137,3328
2024-05-28,14.899999618530273,15.199999809265137,14.899999618530273,14.899999618530273,14.899999618530273,994
2024-05-29,14.600000381469727,14.899999618530273,14.600000381469727,14.600000381469727,14.600000381469727,72
2024-05-30,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863,14.550000190734863,936
2024-05-31,14.25,14.5,14.25,14.25,14.25,623
2024-06-03,14.0,14.25,14.0,14.0,14.0,3685
2024-06-04,13.75,14.0,13.75,13.75,13.75,768
2024-06-05,13.5,13.5,13.5,13.5,13.5,327
2024-06-06,13.25,13.25,13.25,13.25,13.25,919
2024-06-07,13.0,13.25,13.25,13.25,13.25,500
2024-06-10,13.5,13.899999618530273,12.579999923706055,13.279999732971191,13.279999732971191,14453
2024-06-11,13.550000190734863,13.9399995803833,13.550000190734863,13.9399995803833,13.9399995803833,8076
2024-06-12,14.020000457763672,14.630000114440918,14.020000457763672,14.630000114440918,14.630000114440918,18176
2024-06-13,15.300000190734863,15.359999656677246,15.0,15.359999656677246,15.359999656677246,7503
2024-06-14,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,1451
2024-06-18,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,16.920000076293945,8331
