Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,242.0,244.99000549316406,237.5,238.5,238.5,7595
2024-05-22,242.0,242.0,238.0,238.25999450683594,238.25999450683594,1294
2024-05-23,238.50999450683594,241.0,238.5,240.8800048828125,240.8800048828125,1580
2024-05-24,238.1300048828125,246.99000549316406,238.1199951171875,246.58999633789062,246.58999633789062,4328
2024-05-27,249.8000030517578,249.8000030517578,242.10000610351562,246.10000610351562,246.10000610351562,1036
2024-05-28,246.25999450683594,247.99000549316406,241.08999633789062,242.08999633789062,242.08999633789062,5521
2024-05-29,247.47999572753906,247.47999572753906,242.77999877929688,245.6999969482422,245.6999969482422,613
2024-05-30,249.17999267578125,249.17999267578125,242.6300048828125,246.0,246.0,1134
2024-05-31,246.0,247.0,243.57000732421875,244.22000122070312,244.22000122070312,4197
2024-06-03,246.00999450683594,250.6999969482422,245.10000610351562,246.67999267578125,246.67999267578125,1813
2024-06-04,246.58999633789062,269.8999938964844,243.0,252.30999755859375,252.30999755859375,820
2024-06-05,253.99000549316406,259.0,230.0,244.74000549316406,244.74000549316406,1288
2024-06-06,244.72999572753906,252.77000427246094,244.72999572753906,245.92999267578125,245.92999267578125,405
2024-06-07,245.92999267578125,249.5,240.35000610351562,246.0,246.0,782
2024-06-10,254.92999267578125,254.92999267578125,245.13999938964844,251.97999572753906,251.97999572753906,2944
2024-06-11,257.04998779296875,257.04998779296875,248.0,252.5,252.5,1386
2024-06-12,256.2900085449219,256.2900085449219,248.7100067138672,252.63999938964844,252.63999938964844,343
2024-06-13,250.0,253.49000549316406,250.0,252.83999633789062,252.83999633789062,380
2024-06-14,257.8999938964844,257.8999938964844,249.67999267578125,253.7100067138672,253.7100067138672,302
2024-06-18,251.83999633789062,256.0299987792969,249.7100067138672,254.9499969482422,254.9499969482422,1506
