Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,181.9499969482422,181.9499969482422,173.10000610351562,174.35000610351562,174.35000610351562,1651
2024-05-22,171.0,178.8000030517578,169.0,169.3000030517578,169.3000030517578,1091
2024-05-23,175.0,175.0,168.0,168.39999389648438,168.39999389648438,884
2024-05-24,174.8000030517578,176.5,168.0,174.85000610351562,174.85000610351562,2153
2024-05-27,174.89999389648438,183.5500030517578,168.1999969482422,181.89999389648438,181.89999389648438,3789
2024-05-28,183.10000610351562,183.10000610351562,173.0,173.25,173.25,3312
2024-05-29,179.6999969482422,179.6999969482422,169.0,170.1999969482422,170.1999969482422,1092
2024-05-30,175.0,175.0,161.6999969482422,162.89999389648438,162.89999389648438,5403
2024-05-31,171.0,171.0,162.0,166.25,166.25,3036
2024-06-03,169.64999389648438,173.9499969482422,162.0,171.8000030517578,171.8000030517578,1991
2024-06-04,163.5,175.89999389648438,163.25,163.25,163.25,5070
2024-06-05,164.0,166.75,156.64999389648438,164.89999389648438,164.89999389648438,1851
2024-06-06,164.8000030517578,172.39999389648438,162.0,164.5500030517578,164.5500030517578,2908
2024-06-07,172.0,172.0,162.10000610351562,168.9499969482422,168.9499969482422,4108
2024-06-10,168.9499969482422,170.99000549316406,163.11000061035156,166.97999572753906,166.97999572753906,3618
2024-06-11,170.0,170.0,160.10000610351562,161.27000427246094,161.27000427246094,6274
2024-06-12,164.88999938964844,169.3300018310547,164.8000030517578,169.3300018310547,169.3300018310547,2865
2024-06-13,171.75,171.75,164.10000610351562,171.10000610351562,171.10000610351562,2779
2024-06-14,171.0,175.49000549316406,165.0,168.3000030517578,168.3000030517578,4064
2024-06-18,174.89999389648438,176.6999969482422,169.0,174.64999389648438,174.64999389648438,3105
