Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,4715.0,4769.9501953125,4602.35009765625,4671.85009765625,4671.85009765625,336597
2024-05-22,4672.0,4998.0,4490.0498046875,4501.35009765625,4501.35009765625,361300
2024-05-23,4545.85009765625,4743.2001953125,4490.10009765625,4555.85009765625,4555.85009765625,364413
2024-05-24,4599.9501953125,4627.14990234375,4405.0,4429.9501953125,4429.9501953125,458798
2024-05-27,4429.9501953125,4596.5498046875,4402.0,4437.2001953125,4437.2001953125,483727
2024-05-28,4429.0498046875,4435.0,4185.89990234375,4291.2998046875,4291.2998046875,667947
2024-05-29,4282.0,4300.0,4143.0,4179.89990234375,4179.89990234375,396981
2024-05-30,4225.0,4300.0,4048.0,4109.2001953125,4109.2001953125,766757
2024-05-31,4164.14990234375,4644.0,4083.949951171875,4287.5498046875,4287.5498046875,9084650
2024-06-03,4483.0,4587.5498046875,4408.0,4437.64990234375,4437.64990234375,288727
2024-06-04,4437.64990234375,4604.10009765625,4130.0,4398.14990234375,4398.14990234375,262944
2024-06-05,4399.14990234375,4550.0,4388.64990234375,4455.39990234375,4455.39990234375,174346
2024-06-06,4499.0,4526.14990234375,4425.7998046875,4479.75,4479.75,139580
2024-06-07,4479.75,4669.0,4479.75,4547.2001953125,4547.2001953125,142889
2024-06-10,4609.0,4656.85009765625,4569.0,4621.0498046875,4621.0498046875,37514
2024-06-11,4650.0,4685.0,4520.0,4528.85009765625,4528.85009765625,94125
2024-06-12,4568.0,4577.0498046875,4501.10009765625,4549.25,4549.25,76765
2024-06-13,4576.0,4576.0498046875,4488.0498046875,4546.75,4546.75,105618
2024-06-14,4550.0,4642.0498046875,4520.39990234375,4548.7001953125,4548.7001953125,160223
2024-06-18,4575.0,4648.0,4536.35009765625,4571.5498046875,4571.5498046875,45860
