Date,Open,High,Low,Close,Adj Close,Volume
2024-05-21,177.0,183.85000610351562,175.0,181.25,181.25,1789362
2024-05-22,180.10000610351562,183.1999969482422,178.5,182.4499969482422,182.4499969482422,606558
2024-05-23,181.89999389648438,188.0,181.8000030517578,183.25,183.25,492563
2024-05-24,183.6999969482422,191.0,181.6999969482422,182.85000610351562,182.85000610351562,1073819
2024-05-27,182.85000610351562,183.9499969482422,179.6999969482422,181.9499969482422,181.9499969482422,314356
2024-05-28,181.9499969482422,183.0,171.39999389648438,173.6999969482422,173.6999969482422,419324
2024-05-29,175.0,178.4499969482422,172.5,177.5,177.5,237576
2024-05-30,177.35000610351562,177.35000610351562,171.8000030517578,174.3000030517578,174.3000030517578,201248
2024-05-31,173.10000610351562,176.3000030517578,170.10000610351562,175.0500030517578,175.0500030517578,253979
2024-06-03,186.0,187.35000610351562,178.10000610351562,182.75,182.75,790291
2024-06-04,185.25,185.25,152.85000610351562,170.35000610351562,170.35000610351562,855288
2024-06-05,175.0,204.0,167.5,201.25,201.25,3423037
2024-06-06,218.0,239.0,215.0500030517578,219.60000610351562,219.60000610351562,7487030
2024-06-07,222.6999969482422,252.8000030517578,222.0500030517578,249.10000610351562,249.10000610351562,10010242
2024-06-10,257.95001220703125,273.94000244140625,249.0,251.1999969482422,251.1999969482422,7117362
2024-06-11,252.39999389648438,252.39999389648438,226.61000061035156,232.89999389648438,232.89999389648438,3539953
2024-06-12,234.50999450683594,244.60000610351562,231.2100067138672,234.9199981689453,234.9199981689453,1659897
2024-06-13,237.89999389648438,241.0,231.52999877929688,233.80999755859375,233.80999755859375,1104981
2024-06-14,233.5,234.99000549316406,225.25,229.02000427246094,229.02000427246094,1045116
2024-06-18,231.9499969482422,232.5,213.8000030517578,223.8000030517578,223.8000030517578,1603520
